frame_id,track_id,vehicle_type,vehicle_bbox_x1,vehicle_bbox_y1,vehicle_bbox_x2,vehicle_bbox_y2,plate_bbox_x1,plate_bbox_y1,plate_bbox_x2,plate_bbox_y2,plate_confidence,detect_inference_ms,ocr_ran,ocr_raw_text,ocr_confidence,ocr_validated_plate,ocr_status,ocr_inference_ms,,
210,5,auto,1381,333,1919,1019,1563,622,1688,744,0.292,544.1,True,TN03D9766,0.978,TN03D9766,accepted,179.5,,
225,5,auto,1385,331,1920,1021,1566,615,1683,700,0.266,485.1,True,TN03D9766,0.986,TN03D9766,accepted,190.6,,
230,5,auto,1379,333,1918,1021,1566,615,1680,696,0.305,551.5,True,TN03D9766,0.986,TN03D9766,accepted,180.5,,
235,5,auto,1387,331,1919,1024,1567,617,1683,703,0.411,499.3,True,TN03D9766,0.988,TN03D9766,accepted,230.4,,
235,5,auto,1387,331,1919,1024,1562,614,1689,751,0.4,499.3,True,TN03,0.92,,rejected,133.2,,
240,5,auto,1385,334,1919,1023,1570,624,1680,697,0.398,478.6,True,TN03D9766,0.979,TN03D9766,accepted,183.9,,
245,5,auto,1389,338,1919,1028,1568,622,1683,709,0.357,491.1,True,TN03D9766,0.986,TN03D9766,accepted,178.4,,
245,5,auto,1389,338,1919,1028,1566,620,1688,747,0.308,491.1,True,TN0309766,0.93,TN03O9766,accepted,221.7,,
250,5,auto,1389,338,1919,1028,1571,626,1686,711,0.547,478.4,True,9700,0.532,,rejected,141.5,,
250,11,car,858,385,1108,558,911,495,974,520,0.366,478.4,True,,,,no_text,78,,
255,5,auto,1394,337,1919,1030,1575,625,1687,704,0.544,503,True,TN03D9766,0.98,TN03D9766,accepted,190.7,,
255,5,auto,1394,337,1919,1030,1573,622,1689,733,0.456,503,True,TN03D9766,0.973,TN03D9766,accepted,179,,
255,11,car,754,383,1070,593,817,518,895,547,0.305,503,True,TN41AR002,0.632,TN41AR002,accepted,169.5,,
260,5,auto,1395,340,1919,1020,1576,628,1687,697,0.35,517.7,True,TN03D9766,0.976,TN03D9766,accepted,189.4,,
265,12,car,58,379,844,841,141,688,286,733,0.723,475.6,True,IN41AR0082,0.937,TN41AR0082,accepted,167,,
265,5,auto,1400,342,1919,1023,1586,628,1694,697,0.334,475.6,True,TN03D9766,0.976,TN03D9766,accepted,198.9,,
275,5,auto,1403,338,1919,1015,1585,618,1713,755,0.293,518.1,True,TN0309766,0.943,TN03O9766,accepted,222.3,,
285,5,auto,1403,335,1919,1017,1591,620,1703,699,0.252,476.1,True,TN03D9766,0.986,TN03D9766,accepted,184.5,,
295,5,auto,1403,338,1919,1018,1582,620,1715,756,0.263,506.1,True,TN03D9766LPG,0.926,,rejected,400.8,,
305,5,auto,1404,333,1919,1017,1589,612,1707,733,0.315,531.9,True,N703,0.644,,rejected,180.1,,
350,13,auto,1402,333,1919,1019,1590,617,1703,695,0.253,474.1,True,TN03D9766,0.982,TN03D9766,accepted,187.3,,
365,13,auto,1401,331,1920,1015,1590,617,1708,710,0.361,507.8,True,TN03D9766,0.984,TN03D9766,accepted,176.9,,
365,13,auto,1401,331,1920,1015,1587,615,1714,750,0.337,507.8,True,,,,no_text,134.7,,
415,14,motorcycle,1048,443,1176,637,1081,492,1135,520,0.331,469.9,True,NRIR,0.57,,rejected,151.5,,
420,15,motorcycle,602,534,947,1022,676,688,783,727,0.384,476.1,True,,,,no_text,68.7,,
420,14,motorcycle,1024,447,1162,671,1057,498,1121,527,0.365,476.1,True,,,,no_text,73.2,,
420,14,motorcycle,1024,447,1162,671,1055,502,1117,534,0.322,476.1,True,,,,no_text,174,,
425,14,motorcycle,970,463,1143,722,1000,527,1069,563,0.4,461.8,True,,,,no_text,53.9,,
430,16,car,290,388,871,729,354,613,473,648,0.548,574.4,True,TN370F3523,0.956,TN37OF3523,accepted,173.7,,
430,17,auto,1432,340,1919,1028,1619,623,1740,706,0.415,574.4,True,TN03D9766,0.974,TN03D9766,accepted,204.8,,
430,14,motorcycle,909,474,1106,783,946,542,1025,581,0.322,574.4,True,,,,no_text,59.6,,
435,18,car,0,395,740,866,0,709,56,752,0.69,477.6,True,3523,0.884,,rejected,140.4,,
435,14,motorcycle,814,481,1069,882,860,595,950,635,0.311,477.6,True,OTNIOB75351,0.814,,rejected,212.8,,
440,15,motorcycle,660,518,1008,1032,726,661,824,707,0.487,482.9,True,TN108Y5351,0.854,TN10BY5351,accepted,190.9,,
445,19,motorcycle,241,592,870,1077,359,824,490,906,0.727,480.1,True,TH108Y5351,0.906,TN10BY5351,accepted,198.6,,
485,20,car,1021,397,1196,520,1064,472,1106,490,0.367,484.4,True,,,,no_text,58.8,,
490,21,auto,1459,335,1920,1026,1644,626,1756,706,0.486,538.4,True,,,,no_text,203.9,,
490,20,car,975,395,1173,535,1018,482,1071,504,0.361,538.4,True,,,,no_text,185.6,,
495,21,auto,1464,332,1920,1025,1649,627,1765,699,0.556,554.9,True,TN03D9766,0.972,TN03D9766,accepted,272,,
495,21,auto,1464,332,1920,1025,1646,623,1768,721,0.331,554.9,True,TN03D9766,0.986,TN03D9766,accepted,186.6,,
495,20,car,920,394,1150,552,964,495,1019,515,0.277,554.9,True,,,,no_text,175.8,,
500,20,car,842,389,1118,573,893,510,955,533,0.451,541.8,True,TR09NT8535,0.599,TR09NT8535,accepted,162.1,,
500,21,auto,1474,328,1920,1024,1659,619,1771,696,0.431,541.8,True,TN03D9766,0.97,TN03D9766,accepted,195.1,,
505,21,auto,1480,326,1920,1023,1660,616,1778,697,0.395,475.8,True,TN03D9766,0.972,TN03D9766,accepted,226.4,,
505,21,auto,1480,326,1920,1023,1653,612,1785,754,0.289,475.8,True,TN03D9766LPC,0.908,,rejected,222.2,,
505,20,car,659,392,1043,627,714,552,802,580,0.278,475.8,True,T09BT8535,0.755,,rejected,175.5,,
510,20,car,439,388,963,696,496,603,605,637,0.418,469.4,True,TH09BT8535,0.855,TN09BT8535,accepted,168.8,,
510,21,auto,1479,328,1920,1024,1659,614,1776,696,0.379,469.4,True,TN03D9766,0.977,TN03D9766,accepted,197.2,,
510,21,auto,1479,328,1920,1024,1654,611,1785,751,0.265,469.4,True,TN03D9766,0.928,TN03D9766,accepted,177.6,,
515,22,car,40,393,836,815,83,689,224,739,0.678,463.3,True,,,,no_text,167.4,,
515,21,auto,1474,329,1920,1023,1658,614,1773,694,0.35,463.3,True,TN03D9766,0.99,TN03D9766,accepted,194.9,,
520,21,auto,1474,330,1920,1028,1657,617,1772,700,0.312,475.2,True,TN03D9766,0.98,TN03D9766,accepted,186,,
525,21,auto,1478,329,1920,1029,1660,618,1777,700,0.253,456.6,True,TN03D9766,0.966,TN03D9766,accepted,181.6,,
530,21,auto,1473,327,1920,1026,1657,613,1777,706,0.354,466.2,True,TN03D9766,0.974,TN03D9766,accepted,224.3,,
530,21,auto,1473,327,1920,1026,1652,609,1784,756,0.271,466.2,True,,,,no_text,141.1,,
535,21,auto,1475,327,1920,1026,1661,612,1776,698,0.292,493.5,True,TN03D9766,0.978,TN03D9766,accepted,174.2,,
540,21,auto,1478,326,1920,1024,1661,614,1779,694,0.304,463.2,True,TN03D9766,0.991,TN03D9766,accepted,189.2,,
545,21,auto,1475,327,1920,1025,1662,615,1775,698,0.393,466.6,True,TN03D9766,0.968,TN03D9766,accepted,180,,
545,21,auto,1475,327,1920,1025,1657,610,1785,751,0.255,466.6,True,ATN03D9766,0.889,TN03D9766,accepted,367.7,,
550,21,auto,1476,328,1920,1026,1661,613,1779,703,0.332,484,True,TN03D9766,0.975,TN03D9766,accepted,187,,
550,21,auto,1476,328,1920,1026,1656,609,1785,754,0.305,484,True,,,,no_text,134.2,,
555,21,auto,1475,328,1920,1027,1656,620,1770,702,0.345,474.4,True,TN03D9766,0.983,TN03D9766,accepted,179.2,,
560,21,auto,1474,330,1920,1027,1658,620,1772,702,0.323,493.3,True,TN03D9766,0.982,TN03D9766,accepted,180.4,,
565,21,auto,1475,332,1920,1029,1657,619,1775,705,0.276,475.9,True,TN03D9766,0.978,TN03D9766,accepted,179.7,,
570,21,auto,1478,333,1920,1030,1660,620,1782,714,0.32,469.8,True,TN03D9766,0.985,TN03D9766,accepted,175.4,,
570,21,auto,1478,333,1920,1030,1658,617,1787,752,0.296,469.8,True,TN03D9766,0.947,TN03D9766,accepted,272.4,,
575,21,auto,1472,332,1920,1030,1654,624,1770,710,0.384,486.4,True,TN03D9766,0.986,TN03D9766,accepted,183.6,,
575,21,auto,1472,332,1920,1030,1653,622,1775,747,0.31,486.4,True,TN03,0.948,,rejected,144.2,,
580,21,auto,1475,333,1920,1030,1656,622,1776,720,0.339,485.4,True,TN03D9766,0.977,TN03D9766,accepted,176.9,,
580,21,auto,1475,333,1920,1030,1651,620,1780,753,0.306,485.4,True,TN03D9766,0.952,TN03D9766,accepted,240.5,,
600,21,auto,1454,342,1920,1038,1640,633,1753,707,0.332,483.6,True,TN03D9766,0.982,TN03D9766,accepted,195.7,,
605,21,auto,1441,345,1920,1047,1631,635,1740,709,0.476,469.9,True,TN03D9766,0.99,TN03D9766,accepted,191.8,,
610,21,auto,1436,342,1920,1040,1621,633,1736,707,0.477,480,True,TN03D9766,0.975,TN03D9766,accepted,203.6,,
615,21,auto,1433,341,1920,1034,1616,634,1731,707,0.461,535,True,TN03D9766,0.982,TN03D9766,accepted,252.4,,
620,21,auto,1429,344,1919,1040,1612,635,1720,706,0.292,684.1,True,TN03D9766,0.986,TN03D9766,accepted,190.4,,
625,21,auto,1428,343,1920,1043,1610,634,1722,709,0.437,698.7,True,TN03D9766,0.981,TN03D9766,accepted,168.3,,
630,21,auto,1426,343,1920,1044,1610,635,1721,708,0.469,508.3,True,TN03D9766,0.98,TN03D9766,accepted,236.3,,
635,21,auto,1430,344,1920,1045,1614,632,1728,715,0.614,499.4,True,TN03D9766,0.949,TN03D9766,accepted,181.7,,
640,21,auto,1428,343,1920,1045,1610,631,1729,719,0.537,502.7,True,TN03D9766,0.978,TN03D9766,accepted,201.3,,
640,21,auto,1428,343,1920,1045,1604,629,1733,764,0.266,502.7,True,TN03D9766,0.946,TN03D9766,accepted,228,,
645,21,auto,1429,346,1920,1048,1618,633,1731,713,0.523,539.3,True,TN03D9766,0.96,TN03D9766,accepted,194.8,,
650,21,auto,1429,347,1920,1055,1615,636,1732,722,0.471,757.2,True,TN03D9766,0.966,TN03D9766,accepted,197.5,,
655,21,auto,1430,348,1920,1057,1615,638,1725,723,0.636,652.3,True,TN03D9766,0.957,TN03D9766,accepted,175.1,,
660,21,auto,1430,348,1920,1055,1617,636,1730,720,0.493,467,True,TN03D9766,0.973,TN03D9766,accepted,178.9,,
665,21,auto,1430,350,1920,1058,1616,644,1725,719,0.61,483.1,True,TN03D9766,0.991,TN03D9766,accepted,185.4,,
670,21,auto,1432,350,1920,1057,1617,640,1729,724,0.584,484,True,TN03D9766,0.98,TN03D9766,accepted,231,,
675,21,auto,1431,352,1919,1061,1615,649,1729,724,0.429,492.3,True,TN03D9766,0.973,TN03D9766,accepted,185,,
680,21,auto,1429,355,1920,1061,1615,644,1728,725,0.314,479.9,True,TN03D9766,0.987,TN03D9766,accepted,186.1,,
685,21,auto,1431,354,1919,1062,1617,649,1735,726,0.416,483.5,True,TN03D9766,0.99,TN03D9766,accepted,180.6,,
690,21,auto,1427,344,1920,1050,1616,634,1728,709,0.512,475.9,True,TN03D9766,0.982,TN03D9766,accepted,229.9,,
695,21,auto,1427,336,1920,1036,1616,628,1733,705,0.471,475.1,True,TN03D9766,0.984,TN03D9766,accepted,186.4,,
700,21,auto,1429,337,1920,1035,1616,626,1732,706,0.497,489.3,True,TN03D9766,0.972,TN03D9766,accepted,185.1,,
700,21,auto,1429,337,1920,1035,1615,621,1736,738,0.424,489.3,True,TN03D9766,0.964,TN03D9766,accepted,225.1,,
705,21,auto,1425,337,1920,1033,1607,622,1729,714,0.491,478.2,True,TN03D9766,0.963,TN03D9766,accepted,174,,
705,21,auto,1425,337,1920,1033,1603,625,1731,750,0.253,478.2,True,TN03D9766,0.949,TN03D9766,accepted,225.2,,
710,21,auto,1420,335,1920,1033,1610,625,1727,704,0.542,557.3,True,TN03D9766,0.981,TN03D9766,accepted,182.9,,
710,21,auto,1420,335,1920,1033,1609,620,1733,732,0.382,557.3,True,TN03D9766,0.939,TN03D9766,accepted,179.5,,
715,21,auto,1428,336,1920,1030,1610,626,1727,705,0.543,478.9,True,TN03D9766,0.975,TN03D9766,accepted,183.4,,
715,21,auto,1428,336,1920,1030,1608,622,1730,729,0.36,478.9,True,TN03D9766,0.961,TN03D9766,accepted,221.7,,
720,21,auto,1426,335,1920,1028,1607,620,1727,706,0.432,492.8,True,TN03D9766,0.971,TN03D9766,accepted,236.4,,
720,21,auto,1426,335,1920,1028,1605,617,1734,739,0.29,492.8,True,TN03D9766,0.977,TN03D9766,accepted,180.3,,
725,21,auto,1427,334,1920,1024,1605,620,1726,715,0.614,483.7,True,TN03D9766,0.979,TN03D9766,accepted,187.5,,
725,21,auto,1427,334,1920,1024,1603,618,1732,753,0.525,483.7,True,LP,0.77,,rejected,234.5,,
730,21,auto,1424,336,1920,1022,1607,615,1726,734,0.541,488.2,True,,,,no_text,141,,
735,21,auto,1424,329,1920,1021,1607,616,1726,714,0.569,485.4,True,TN03D9766,0.988,TN03D9766,accepted,178.6,,
735,21,auto,1424,329,1920,1021,1603,613,1734,751,0.485,485.4,True,,,,no_text,137.2,,
740,21,auto,1424,332,1920,1021,1607,616,1725,708,0.543,497.2,True,TN03D9766,0.981,TN03D9766,accepted,187.9,,
740,21,auto,1424,332,1920,1021,1603,612,1734,751,0.41,497.2,True,TN03D9766,0.917,TN03D9766,accepted,182.9,,
745,21,auto,1426,328,1919,1021,1611,613,1728,712,0.528,515.5,True,TN03D9766,0.971,TN03D9766,accepted,178.2,,
745,21,auto,1426,328,1919,1021,1606,611,1734,753,0.429,515.5,True,,,,no_text,136,,
750,21,auto,1423,328,1920,1019,1612,616,1721,693,0.442,488,True,TN03D9766,0.955,TN03D9766,accepted,235,,
755,21,auto,1424,330,1920,1021,1609,617,1720,698,0.49,506,True,TN03D9766,0.981,TN03D9766,accepted,185.6,,
755,21,auto,1424,330,1920,1021,1602,616,1726,750,0.251,506,True,ATN03D9766,0.903,TN03D9766,accepted,237.8,,
760,21,auto,1424,330,1919,1020,1611,614,1722,692,0.293,487.5,True,TN03D9766,0.961,TN03D9766,accepted,198.5,,
765,21,auto,1427,331,1920,1021,1609,615,1726,719,0.509,486.8,True,TN03D9766,0.952,TN03D9766,accepted,193.1,,
765,21,auto,1427,331,1920,1021,1604,612,1733,753,0.47,486.8,True,,,,no_text,135,,
770,21,auto,1427,329,1920,1020,1612,615,1726,692,0.535,489.9,True,TN03D9766,0.981,TN03D9766,accepted,187.9,,
775,21,auto,1427,323,1920,1017,1611,608,1728,692,0.507,475.5,True,TN03D9766,0.962,TN03D9766,accepted,192.3,,
785,21,auto,1435,315,1920,1011,1614,602,1729,686,0.298,493.3,True,TN03D9766,0.968,TN03D9766,accepted,192.6,,
795,23,motorcycle,947,415,1109,687,976,461,1059,498,0.358,486,True,,,,no_text,63.3,,
795,23,motorcycle,947,415,1109,687,964,474,1065,511,0.304,486,True,,,,no_text,86.7,,
795,21,auto,1436,309,1919,1009,1622,600,1739,680,0.275,486,True,TN03D9766,0.988,TN03D9766,accepted,198.8,,
800,24,motorcycle,723,448,989,871,746,549,848,578,0.605,486.8,True,,,,no_text,173.9,,
800,24,motorcycle,723,448,989,871,748,542,853,583,0.481,486.8,True,,,,no_text,185.9,,
800,23,motorcycle,1074,347,1231,633,1102,533,1158,567,0.441,486.8,True,,,,no_text,58.5,,
800,23,motorcycle,1074,347,1231,633,1097,458,1173,483,0.414,486.8,True,,,,no_text,90.4,,
800,21,auto,1441,305,1919,1006,1632,596,1746,675,0.355,486.8,True,TN03D9766,0.985,TN03D9766,accepted,201.4,,
800,23,car,1050,271,1256,470,1100,453,1174,477,0.299,486.8,True,,,,no_text,77.4,,
805,23,motorcycle,976,393,1173,713,1005,489,1101,519,0.649,485.3,True,,,,no_text,69.8,,
805,21,auto,1439,303,1919,1008,1630,590,1752,682,0.257,485.3,True,TN03D9766,0.987,TN03D9766,accepted,199.7,,
810,24,motorcycle,817,414,1100,849,846,529,958,574,0.551,480.1,True,,,,no_text,66.2,,
810,21,auto,1437,299,1919,1005,1638,588,1756,670,0.279,480.1,True,TN03D9766,0.983,TN03D9766,accepted,206.1,,
815,25,motorcycle,459,463,945,1077,507,652,673,698,0.604,484.1,True,,,,no_text,168.9,,
815,21,auto,1438,299,1919,1002,1639,586,1754,669,0.407,484.1,True,TN03D9766,0.972,TN03D9766,accepted,203.1,,
815,23,bus,915,226,1197,502,978,446,1045,471,0.374,484.1,True,,,,no_text,169.7,,
820,23,bus,827,202,1170,526,909,463,988,490,0.675,475.9,True,N23AP4115,0.722,MZ3AP4115,accepted,169.7,,
820,26,motorcycle,524,427,791,721,561,489,625,520,0.493,475.9,True,,,,no_text,65,,
820,21,auto,1448,298,1919,1001,1644,589,1760,667,0.376,475.9,True,TN03D9766,0.982,TN03D9766,accepted,209.9,,
825,23,van,722,175,1141,549,823,478,907,511,0.534,511.7,True,TN23AP4115,0.918,TN23AP4115,accepted,168.8,,
825,21,auto,1458,297,1919,1000,1644,588,1760,660,0.356,511.7,True,TN03D9766,0.98,TN03D9766,accepted,210.4,,
830,23,bus,571,139,1093,588,688,507,786,542,0.592,502.4,True,TN23AP4115,0.945,TN23AP4115,accepted,163.8,,
830,21,auto,1452,293,1919,995,1647,589,1761,659,0.396,502.4,True,TN03D9766,0.989,TN03D9766,accepted,201.3,,
835,26,bus,338,92,1034,642,471,544,599,594,0.539,590.9,True,TN23AP4115,0.962,TN23AP4115,accepted,164.9,,
835,21,auto,1454,294,1919,998,1642,585,1759,663,0.252,590.9,True,TN03D9766,0.984,TN03D9766,accepted,245.7,,
840,27,bus,15,26,958,725,177,595,339,660,0.503,490.2,True,TN23AP4115,0.883,TN23AP4115,accepted,164,,
840,28,auto,1083,324,1183,455,1162,430,1202,451,0.351,490.2,True,,,,no_text,65.5,,
840,21,auto,1453,292,1919,995,1646,586,1759,661,0.274,490.2,True,TN03D9766,0.983,TN03D9766,accepted,214,,
840,29,bus,15,26,958,725,367,278,492,312,0.255,490.2,True,9341332291,0.959,,rejected,186.3,,
845,21,auto,1450,295,1919,996,1642,586,1760,664,0.349,548.9,True,TN03D9766,0.966,TN03D9766,accepted,186.5,,
845,28,auto,1090,319,1243,510,1128,442,1164,469,0.33,548.9,True,,,,no_text,46.4,,
850,21,auto,1450,292,1920,993,1646,587,1758,658,0.266,493.2,True,TN03D9766,0.976,TN03D9766,accepted,237.5,,
865,30,car,1215,330,1404,486,1264,428,1316,450,0.306,511.6,True,,,,no_text,138.1,,
870,30,car,1196,325,1396,495,1246,435,1305,458,0.295,482.9,True,,,,no_text,167.8,,
875,30,car,1157,321,1383,509,1211,440,1278,464,0.406,499.6,True,,,,no_text,167.5,,
880,30,car,1127,320,1375,524,1188,449,1261,474,0.59,488.8,True,,,,no_text,177,,
880,31,auto,291,260,754,705,359,431,407,470,0.384,488.8,True,,,,no_text,46.8,,
880,32,auto,1456,288,1919,993,1644,586,1758,658,0.268,488.8,True,TN03D9766,0.971,TN03D9766,accepted,207.6,,
885,30,car,1085,315,1363,547,1150,467,1229,494,0.546,479.6,True,TNOZAT8104,0.627,TN02AT8104,accepted,166.9,,
890,30,car,1031,313,1346,567,1104,477,1191,507,0.4,486.9,True,TNDZATB104,0.763,,rejected,183.8,,
895,30,car,974,306,1328,592,1055,491,1153,525,0.558,489.5,True,ETNOZATO104,0.764,TN02AT0104,accepted,170.1,,
895,33,motorcycle,554,417,818,731,605,479,666,521,0.306,489.5,True,,,,no_text,54.1,,
900,30,car,881,302,1307,639,974,524,1086,562,0.536,480.6,True,PIN04AY8104,0.862,TN04AY8104,accepted,164.6,,
905,30,car,775,298,1279,686,881,560,1008,602,0.519,484.1,True,TN04AY8104,0.887,TN04AY8104,accepted,167.7,,
910,30,car,623,293,1248,765,740,600,895,655,0.604,501.9,True,TN04AY8104,0.909,TN04AY8104,accepted,167.3,,
915,30,car,377,282,1207,889,508,681,706,749,0.671,516.6,True,TNO4AY8104,0.947,TN04AY8104,accepted,163.6,,
920,34,car,0,253,1154,1077,69,855,331,963,0.763,477.7,True,TN04AY8104,0.931,TN04AY8104,accepted,165.4,,
935,35,car,638,317,1017,568,700,480,786,529,0.335,500.9,True,M128J9333,0.904,ML28J9333,accepted,150.9,,
940,36,auto,1452,289,1920,990,1645,587,1757,656,0.278,488,True,TN03D9766,0.982,TN03D9766,accepted,189.6,,
940,35,car,513,312,967,602,579,503,673,548,0.264,488,True,TW128J9333,0.864,WB28J9333,accepted,161.3,,
945,36,auto,1452,289,1920,990,1644,586,1760,658,0.363,492,True,TN03D9766,0.976,TN03D9766,accepted,192.4,,
945,35,car,289,304,882,665,354,544,470,591,0.258,492,True,TH12BJ9333,0.894,TN12BJ9333,accepted,167.6,,
950,37,car,0,300,763,765,0,615,116,663,0.699,477.8,True,0128J9333,0.882,MZ8J9333,accepted,168.1,,
950,38,motorcycle,942,415,1092,634,970,472,1021,495,0.272,477.8,True,,,,no_text,173.4,,
955,38,motorcycle,833,423,1024,697,860,510,931,541,0.565,493.5,True,E4,0.577,,rejected,162.2,,
955,36,auto,1452,291,1920,991,1645,586,1757,657,0.26,493.5,True,TN03D9766,0.981,TN03D9766,accepted,248.6,,
